Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1701445607,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1701445608,1,,Aggregated,0.000000,0.000000,67,67,67,67,67,67,67,67,67,67,67,2,0,16.447522000007098,41.82063050000551,16.447522000007098,67.19373900000392,8213.5
1701445609,2,,Aggregated,0.000000,0.000000,67,92,92,170,170,170,170,170,170,170,170,5,0,67,80.91031880000514,16.447522000007098,169.71905200000492,7575.2
1701445610,3,,Aggregated,2.000000,0.000000,92,170,270,270,360,360,360,360,360,360,360,8,0,67,131.5839327500026,16.447522000007098,364.505027000007,8006.625
1701445611,4,,Aggregated,1.000000,0.000000,92,170,170,170,270,360,360,360,360,360,360,11,0,92,130.95079609091184,16.447522000007098,364.505027000007,7773.363636363636
1701445612,5,,Aggregated,1.666667,0.000000,98,170,170,260,270,360,360,360,360,360,360,13,0,98,138.55144115384869,16.447522000007098,364.505027000007,7839.461538461538
1701445613,6,,Aggregated,2.000000,0.000000,98,160,170,170,270,360,360,360,360,360,360,16,0,92,127.53853431250218,16.003394999998477,364.505027000007,7759.0625
1701445614,7,,Aggregated,2.200000,0.000000,91,120,170,170,270,360,360,360,360,360,360,19,0,91,120.10748210526484,16.003394999998477,364.505027000007,7706.8421052631575
1701445615,8,,Aggregated,2.166667,0.000000,92,120,170,170,260,270,360,360,360,360,360,25,0,92,121.29530668000203,16.003394999998477,364.505027000007,8084.04
1701445616,9,,Aggregated,2.428571,0.000000,92,120,170,170,260,270,360,360,360,360,360,28,0,91,120.89319907143044,15.223869999999806,364.505027000007,7982.785714285715
1701445617,10,,Aggregated,2.625000,0.000000,92,120,170,170,260,270,360,360,360,360,360,30,0,91,121.11509670000189,15.223869999999806,364.505027000007,7997.4
1701445618,11,,Aggregated,2.777778,0.000000,93,120,160,170,260,270,360,360,360,360,360,37,0,93,117.90166483783855,15.223869999999806,364.505027000007,7928.756756756757
1701445619,12,,Aggregated,2.800000,0.000000,97,120,170,170,260,270,360,360,360,360,360,40,0,93,119.46634382500076,15.223869999999806,364.505027000007,7890.15
1701445620,13,,Aggregated,2.800000,0.000000,100,160,170,170,200,260,360,360,360,360,360,45,0,100.0,124.87318948888978,15.223869999999806,364.505027000007,8070.422222222222
1701445621,14,,Aggregated,3.500000,0.000000,110,160,170,180,270,360,440,440,440,440,440,50,0,100.0,138.81427504000075,15.223869999999806,441.9402409999975,8099.06
1701445622,15,,Aggregated,3.600000,0.000000,110,170,180,200,320,440,720,820,820,820,820,53,0,110.0,164.1653389622649,15.223869999999806,821.7383920000003,7957.88679245283
1701445623,16,,Aggregated,3.800000,0.000000,120,170,190,260,360,720,1200,1200,1200,1200,1200,61,0,120.0,200.7279814098369,15.223869999999806,1221.580019000001,8134.475409836065
1701445624,17,,Aggregated,3.900000,0.000000,120,170,190,220,360,720,1200,1200,1200,1200,1200,67,0,120.0,194.123240492538,15.223869999999806,1221.580019000001,7975.6567164179105
1701445625,18,,Aggregated,4.000000,0.000000,130,170,190,260,360,720,1200,1200,1200,1200,1200,73,0,130.0,198.64975775342515,15.223869999999806,1221.580019000001,8038.342465753424
1701445626,19,,Aggregated,4.400000,0.000000,150,170,200,260,440,720,1200,1200,1200,1200,1200,78,0,130.0,201.75395061538526,15.223869999999806,1221.580019000001,8193.384615384615
