Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1701445602,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1701445603,1,,Aggregated,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,2,0,12.392328000004227,74.92883849999998,12.392328000004227,137.46534899999574,8195.5
1701445604,2,,Aggregated,0.000000,0.000000,140,140,180,180,180,180,180,180,180,180,180,4,0,44,94.55538174999845,12.392328000004227,184.10442699999408,9381.25
1701445605,3,,Aggregated,0.000000,0.000000,81,81,140,140,180,180,180,180,180,180,180,6,0,45,83.99203649999738,12.392328000004227,184.10442699999408,8986.0
1701445606,4,,Aggregated,2.000000,0.000000,81,100,130,140,180,180,180,180,180,180,180,9,0,81,83.98676644443981,12.392328000004227,184.10442699999408,8455.444444444445
1701445607,5,,Aggregated,2.000000,0.000000,97,130,140,140,180,220,220,220,220,220,220,11,0,97,97.85294145454124,12.392328000004227,223.8262959999986,8337.09090909091
1701445608,6,,Aggregated,2.000000,0.000000,97,130,140,140,180,220,220,220,220,220,220,13,0,97,100.55306061538151,12.392328000004227,223.8262959999986,8255.153846153846
1701445609,7,,Aggregated,2.000000,0.000000,100,140,180,210,220,340,340,340,340,340,340,15,0,100.0,123.35949966666438,12.392328000004227,337.30668300000843,8563.266666666666
1701445610,8,,Aggregated,2.200000,0.000000,110,140,180,210,320,340,340,340,340,340,340,17,0,110.0,134.03623117646814,12.392328000004227,337.30668300000843,8520.0
1701445611,9,,Aggregated,2.142857,0.000000,100,140,180,210,240,320,340,340,340,340,340,21,0,100.0,132.1555315714271,12.392328000004227,337.30668300000843,8195.0
1701445612,10,,Aggregated,2.142857,0.000000,110,140,210,220,320,340,340,340,340,340,340,24,0,100.0,139.34464795833176,12.392328000004227,343.36414199999865,8064.25
1701445613,11,,Aggregated,2.222222,0.000000,110,140,210,220,340,340,340,340,340,340,340,28,0,100.0,142.16354199999816,12.392328000004227,343.36414199999865,7915.857142857143
1701445614,12,,Aggregated,2.222222,0.000000,100,140,210,220,320,340,340,340,340,340,340,31,0,100.0,138.58983154838572,12.392328000004227,343.36414199999865,7841.5161290322585
1701445615,13,,Aggregated,2.400000,0.000000,110,140,210,220,330,340,340,340,340,340,340,34,0,100.0,141.92804435293988,12.392328000004227,343.36414199999865,7780.470588235294
1701445616,14,,Aggregated,2.700000,0.000000,110,140,220,240,330,340,340,340,340,340,340,38,0,100.0,147.31910207894683,12.392328000004227,343.36414199999865,8057.1578947368425
