Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1701445607,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1701445608,1,,Aggregated,0.000000,0.000000,260,260,260,260,260,260,260,260,260,260,260,2,0,85.31493599998896,172.73518649999886,85.31493599998896,260.15543700000876,8181.0
1701445609,2,,Aggregated,0.000000,0.000000,96,96,260,260,260,260,260,260,260,260,260,4,0,85,126.61653475000278,64.61344600000984,260.15543700000876,8192.0
1701445610,3,,Aggregated,0.000000,0.000000,98,98,250,250,260,260,260,260,260,260,260,6,0,96,142.40285350000192,64.61344600000984,260.15543700000876,8195.333333333334
1701445611,4,,Aggregated,2.000000,0.000000,250,260,260,260,390,390,390,390,390,390,390,8,0,98,187.969445000002,64.61344600000984,386.42557100000374,8788.25
1701445612,5,,Aggregated,2.000000,0.000000,110,260,260,260,260,390,390,390,390,390,390,11,0,110.0,178.68443200000232,64.61344600000984,386.42557100000374,8415.727272727272
1701445613,6,,Aggregated,2.000000,0.000000,250,260,260,260,280,390,390,390,390,390,390,13,0,250.0,192.91029330769376,64.61344600000984,386.42557100000374,8382.538461538461
1701445614,7,,Aggregated,2.000000,0.000000,160,260,260,260,280,390,390,390,390,390,390,15,0,160.0,184.8105184000019,64.61344600000984,386.42557100000374,8358.466666666667
1701445615,8,,Aggregated,2.200000,0.000000,180,260,260,260,280,390,390,390,390,390,390,17,0,180.0,188.63644505882561,64.61344600000984,386.42557100000374,8293.29411764706
1701445616,9,,Aggregated,2.166667,0.000000,160,250,260,260,260,280,390,390,390,390,390,21,0,160.0,174.72579623809685,64.61344600000984,386.42557100000374,8050.285714285715
1701445617,10,,Aggregated,2.142857,0.000000,160,260,260,260,280,330,390,390,390,390,390,23,0,160.0,183.71482608695788,64.61344600000984,386.42557100000374,8269.04347826087
1701445618,11,,Aggregated,2.125000,0.000000,160,220,260,260,280,330,390,390,390,390,390,27,0,160.0,169.78119851852009,29.86321600000963,386.42557100000374,8085.962962962963
1701445619,12,,Aggregated,2.300000,0.000000,120,180,250,260,260,330,390,390,390,390,390,34,0,110.0,157.3757209117659,29.86321600000963,386.42557100000374,7995.117647058823
1701445620,13,,Aggregated,2.300000,0.000000,150,220,250,260,280,340,390,390,390,390,390,38,0,120.0,161.9066882105272,29.86321600000963,386.42557100000374,7995.184210526316
1701445621,14,,Aggregated,2.500000,0.000000,150,190,250,260,280,340,390,390,390,390,390,43,0,150.0,164.3080153720932,29.86321600000963,386.42557100000374,8040.302325581395
1701445622,15,,Aggregated,2.900000,0.000000,150,190,250,260,280,340,390,390,390,390,390,47,0,150.0,161.96670244680857,21.241121999992174,386.42557100000374,8123.063829787234
1701445623,16,,Aggregated,3.500000,0.000000,160,220,260,260,340,490,870,930,930,930,930,52,0,150.0,193.97757378846154,21.241121999992174,934.7607640000035,8070.115384615385
1701445624,17,,Aggregated,3.500000,0.000000,160,230,260,260,340,490,870,930,930,930,930,55,0,160.0,201.25057245454525,21.241121999992174,934.7607640000035,8206.254545454545
