Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1701443214,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1701443215,1,,Aggregated,0.000000,0.000000,99,99,260,260,260,260,260,260,260,260,260,3,0,99,148.67578999999864,90.74753800000224,255.98473600000204,10355.666666666666
1701443216,2,,Aggregated,0.000000,0.000000,99,160,160,260,260,260,260,260,260,260,260,5,0,99,138.35779599999967,83.14774899999122,255.98473600000204,9493.4
1701443217,3,,Aggregated,0.000000,0.000000,190,240,260,260,260,260,260,260,260,260,260,8,0,160.0,171.9074566249983,83.14774899999122,259.4249339999948,9907.0
1701443218,4,,Aggregated,1.500000,0.000000,160,240,250,250,260,260,260,260,260,260,260,11,0,160.0,162.47754254545364,50.833935,259.4249339999948,9224.363636363636
1701443219,5,,Aggregated,1.666667,0.000000,160,240,250,250,260,260,260,260,260,260,260,14,0,110.0,159.23869321428543,50.833935,259.4249339999948,9463.785714285714
1701443220,6,,Aggregated,2.000000,0.000000,160,240,250,250,260,450,450,450,450,450,450,17,0,160.0,172.87169229411646,50.833935,447.2119639999903,9060.529411764706
1701443221,7,,Aggregated,2.200000,0.000000,160,240,250,260,450,450,450,450,450,450,450,19,0,160.0,184.2239598947358,50.833935,448.4439189999989,8970.263157894737
1701443222,8,,Aggregated,2.333333,0.000000,160,250,250,260,390,450,450,450,450,450,450,23,0,160.0,184.32173560869475,30.29494300000124,448.4439189999989,8804.391304347826
1701443223,9,,Aggregated,2.428571,0.000000,170,250,260,260,390,450,450,450,450,450,450,26,0,160.0,191.38296684615273,30.29494300000124,448.4439189999989,8829.076923076924
1701443225,10,,Aggregated,2.375000,0.000000,170,250,260,260,340,450,450,450,450,450,450,32,0,160.0,183.2470003749989,30.29494300000124,448.4439189999989,8813.90625
1701443226,11,,Aggregated,2.555556,0.000000,170,240,250,260,340,450,450,450,450,450,450,34,0,160.0,182.28698361764626,30.29494300000124,448.4439189999989,8778.588235294117
1701443227,12,,Aggregated,2.600000,0.000000,160,240,250,260,340,450,450,450,450,450,450,38,0,110.0,173.8490597368413,27.03471899999954,448.4439189999989,8572.21052631579
1701443228,13,,Aggregated,3.200000,0.000000,170,240,250,260,340,440,450,450,450,450,450,42,0,160.0,181.92072673809452,27.03471899999954,448.4439189999989,8538.02380952381
1701443229,14,,Aggregated,3.100000,0.000000,160,240,250,260,340,440,450,450,450,450,450,47,0,160.0,178.50793017021232,27.03471899999954,448.4439189999989,8522.553191489362
1701443230,15,,Aggregated,3.300000,0.000000,160,200,250,260,340,440,450,450,450,450,450,53,0,160.0,176.61490528301806,27.03471899999954,448.4439189999989,8457.433962264151
1701443231,16,,Aggregated,3.400000,0.000000,160,230,250,260,340,440,450,450,450,450,450,55,0,160.0,174.6723647454538,15.208245000010834,448.4439189999989,8447.381818181819
1701443232,17,,Aggregated,3.600000,0.000000,130,200,250,260,340,450,450,520,520,520,520,59,0,130.0,177.47174505084675,15.208245000010834,519.6934619999922,8351.084745762711
1701443233,18,,Aggregated,3.900000,0.000000,170,240,260,280,390,450,520,640,640,640,640,70,0,170.0,192.72974152857074,15.208245000010834,635.0428909999977,8259.642857142857
1701443234,19,,Aggregated,3.800000,0.000000,170,230,260,280,390,450,520,640,640,640,640,74,0,170.0,195.2438667702696,15.208245000010834,635.0428909999977,8311.891891891892
1701443235,20,,Aggregated,4.000000,0.000000,170,220,260,280,440,450,530,640,640,640,640,83,0,170.0,200.1597991686742,15.208245000010834,635.0428909999977,8377.216867469879
1701443236,21,,Aggregated,4.700000,0.000000,170,220,250,270,440,450,530,640,640,640,640,87,0,170.0,197.29523418390758,15.208245000010834,635.0428909999977,8316.149425287356
1701443237,22,,Aggregated,4.800000,0.000000,170,220,250,280,420,450,530,640,640,640,640,93,0,170.0,198.49697798924663,15.208245000010834,635.0428909999977,8336.09677419355
1701443238,23,,Aggregated,5.100000,0.000000,170,210,250,280,390,450,520,530,640,640,640,103,0,170.0,192.67179459223246,15.208245000010834,635.0428909999977,8271.26213592233
1701443239,24,,Aggregated,5.300000,0.000000,160,200,250,280,420,450,520,530,640,640,640,109,0,160.0,189.23474188073348,15.208245000010834,635.0428909999977,8174.6697247706425
1701443240,25,,Aggregated,5.500000,0.000000,150,200,250,280,390,450,520,530,640,640,640,115,0,150.0,186.72952002608665,15.208245000010834,635.0428909999977,8163.208695652174
1701443241,26,,Aggregated,6.100000,0.000000,140,200,250,270,390,450,520,530,640,640,640,122,0,140.0,185.1015940081964,15.208245000010834,635.0428909999977,8134.88524590164
1701443242,27,,Aggregated,6.200000,0.000000,140,200,250,280,410,450,520,530,640,640,640,125,0,140.0,185.0913053199997,15.208245000010834,635.0428909999977,8117.64
1701443243,28,,Aggregated,6.200000,0.000000,140,200,250,280,410,450,520,530,640,640,640,133,0,140.0,184.3032082631577,15.208245000010834,635.0428909999977,8046.233082706767
1701443244,29,,Aggregated,6.700000,0.000000,140,200,240,270,410,450,520,530,640,640,640,142,0,130.0,182.30718465492924,15.208245000010834,635.0428909999977,8075.619718309859
