Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1701445605,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1701445606,1,,Aggregated,0.000000,0.000000,95,95,240,240,240,240,240,240,240,240,240,3,0,95,142.3212026666647,91.28144299999974,241.10995199998797,10353.666666666666
1701445607,2,,Aggregated,0.000000,0.000000,95,230,230,240,240,240,240,240,240,240,240,5,0,95,149.6397083999966,91.28144299999974,241.10995199998797,9490.4
1701445608,3,,Aggregated,0.000000,0.000000,95,140,230,230,240,240,240,240,240,240,240,7,0,95,139.4623944285708,88.00944300000424,241.10995199998797,9121.714285714286
1701445609,4,,Aggregated,3.000000,0.000000,110,140,230,240,320,320,320,320,320,320,320,10,0,100.0,151.64831079999885,88.00944300000424,323.95876900000076,9492.9
1701445610,5,,Aggregated,2.500000,0.000000,110,140,230,240,320,330,330,330,330,330,330,13,0,110.0,159.67778607692324,88.00944300000424,327.3301660000101,9019.538461538461
1701445611,6,,Aggregated,2.333333,0.000000,110,140,240,240,320,330,330,330,330,330,330,15,0,110.0,160.53040193333268,88.00944300000424,327.3301660000101,8910.266666666666
1701445612,7,,Aggregated,2.600000,0.000000,130,210,240,240,330,350,350,350,350,350,350,20,0,120.0,167.98433395000035,88.00944300000424,345.3107050000028,9256.7
1701445613,8,,Aggregated,2.600000,0.000000,130,210,240,240,330,340,350,350,350,350,350,22,0,120.0,172.11359018181906,86.85598099999936,345.3107050000028,9160.227272727272
1701445614,9,,Aggregated,2.500000,0.000000,120,210,230,240,330,340,350,350,350,350,350,26,0,110.0,162.1546698846168,18.791421000003083,345.3107050000028,9135.846153846154
1701445615,10,,Aggregated,2.750000,0.000000,130,210,230,240,330,340,350,350,350,350,350,30,0,120.0,166.82234456666734,18.791421000003083,345.3107050000028,9176.233333333334
1701445616,11,,Aggregated,2.888889,0.000000,130,210,230,240,330,340,350,350,350,350,350,34,0,120.0,165.74008623529448,18.791421000003083,345.3107050000028,8921.529411764706
1701445617,12,,Aggregated,2.888889,0.000000,140,210,240,240,330,340,350,350,350,350,350,36,0,130.0,170.77574369444505,18.791421000003083,345.3107050000028,9013.722222222223
1701445618,13,,Aggregated,3.000000,0.000000,140,210,230,240,330,340,350,350,350,350,350,40,0,130.0,168.7669309500002,18.791421000003083,345.3107050000028,8933.15
1701445619,14,,Aggregated,3.000000,0.000000,130,210,230,240,320,330,350,350,350,350,350,43,0,130.0,166.97931548837232,18.791421000003083,345.3107050000028,9030.976744186046
1701445620,15,,Aggregated,3.200000,0.000000,130,210,230,230,320,330,340,350,350,350,350,51,0,130.0,166.65283035294152,18.791421000003083,345.3107050000028,8875.29411764706
1701445621,16,,Aggregated,3.300000,0.000000,140,210,230,240,320,340,350,510,510,510,510,55,0,140.0,172.64587678181852,18.791421000003083,506.8603710000019,9060.49090909091
1701445622,17,,Aggregated,3.300000,0.000000,170,210,230,240,320,340,350,510,510,510,510,58,0,140.0,173.6193548965521,18.791421000003083,506.8603710000019,9057.896551724138
1701445623,18,,Aggregated,3.800000,0.000000,170,210,230,240,330,440,700,720,720,720,720,66,0,140.0,189.89643083333397,18.791421000003083,724.7208869999895,8873.212121212122
1701445624,19,,Aggregated,4.000000,0.000000,140,210,230,240,330,440,700,720,720,720,720,72,0,140.0,184.61116408333385,18.791421000003083,724.7208869999895,8784.611111111111
1701445625,20,,Aggregated,3.800000,0.000000,140,210,230,290,340,440,700,720,720,720,720,78,0,140.0,188.12158910256449,18.791421000003083,724.7208869999895,8649.820512820514
1701445626,21,,Aggregated,4.300000,0.000000,140,210,230,290,340,440,700,720,720,720,720,81,0,140.0,187.63428360493864,18.791421000003083,724.7208869999895,8604.32098765432
1701445627,22,,Aggregated,4.700000,0.000000,140,200,230,310,420,440,700,720,720,720,720,89,0,140.0,191.30808069662982,18.791421000003083,724.7208869999895,8660.775280898877
1701445628,23,,Aggregated,4.700000,0.000000,160,200,230,310,420,500,700,720,720,720,720,97,0,160.0,195.74582736082507,18.791421000003083,724.7208869999895,8689.659793814433
1701445629,24,,Aggregated,5.100000,0.000000,160,200,230,310,420,490,690,700,720,720,720,101,0,160.0,195.11149755445567,18.791421000003083,724.7208869999895,8671.227722772277
1701445630,25,,Aggregated,5.800000,0.000000,160,200,230,310,420,500,690,700,720,720,720,107,0,160.0,195.93922094392525,18.791421000003083,724.7208869999895,8685.308411214954
1701445631,26,,Aggregated,5.700000,0.000000,160,210,240,320,420,500,690,700,720,720,720,110,0,160.0,198.2451201545455,18.791421000003083,724.7208869999895,8694.154545454545
1701445632,27,,Aggregated,5.700000,0.000000,160,210,240,320,420,510,690,700,720,720,720,120,0,150.0,197.69085148333346,18.791421000003083,724.7208869999895,8600.116666666667
1701445633,28,,Aggregated,5.600000,0.000000,150,210,230,320,420,500,690,700,720,720,720,125,0,150.0,196.29241194400004,18.791421000003083,724.7208869999895,8597.992
1701445634,29,,Aggregated,5.900000,0.000000,160,210,240,320,420,510,700,700,720,720,720,130,0,160.0,201.28072912307698,18.791421000003083,724.7208869999895,8565.030769230769
1701445635,30,,Aggregated,6.400000,0.000000,160,210,230,320,420,510,700,700,720,720,720,137,0,160.0,199.12572197080308,18.791421000003083,724.7208869999895,8437.700729927008
1701445636,31,,Aggregated,5.800000,0.000000,150,200,230,310,420,500,690,700,720,720,720,151,0,150.0,195.47083684768248,18.791421000003083,724.7208869999895,8266.973509933774
1701445637,32,,Aggregated,6.000000,0.000000,150,200,230,320,430,510,690,700,720,720,720,155,0,150.0,200.3057951161294,18.791421000003083,724.7208869999895,8265.6
1701445638,33,,Aggregated,6.200000,0.000000,160,210,290,320,440,510,720,870,930,930,930,166,0,160.0,214.07147316867517,18.791421000003083,925.5783570000062,8253.421686746988
1701445639,34,,Aggregated,6.500000,0.000000,170,210,290,330,470,550,720,870,930,930,930,173,0,170.0,216.51803091907553,18.791421000003083,925.5783570000062,8261.722543352602
1701445640,35,,Aggregated,6.200000,0.000000,170,210,290,330,480,600,720,870,930,930,930,179,0,170.0,216.42175564245855,18.791421000003083,925.5783570000062,8208.156424581006
1701445641,36,,Aggregated,6.800000,0.000000,170,210,290,320,480,550,720,870,930,930,930,187,0,170.0,215.20479637967992,18.791421000003083,925.5783570000062,8178.155080213904
1701445642,37,,Aggregated,7.200000,0.000000,170,210,310,340,500,690,870,1000,1000,1000,1000,194,0,170.0,232.32588404123806,18.791421000003083,1011.4908790000072,8089.938144329897
1701445643,38,,Aggregated,7.300000,0.000000,180,230,330,400,550,700,930,1000,2000,2000,2000,207,0,180.0,257.3764064251219,18.791421000003083,1962.5187210000092,8163.869565217391
1701445644,39,,Aggregated,7.000000,0.000000,180,230,330,410,570,800,1000,1100,2000,2000,2000,222,0,180.0,266.20428245045133,18.791421000003083,1962.5187210000092,8171.864864864865
1701445645,40,,Aggregated,7.600000,0.000000,180,230,330,410,570,800,1000,1100,2000,2000,2000,228,0,180.0,265.42500004824655,18.791421000003083,1962.5187210000092,8131.675438596491
1701445646,41,,Aggregated,8.600000,0.000000,190,240,320,400,570,750,1000,1100,2000,2000,2000,241,0,190.0,266.8085916680503,18.791421000003083,1962.5187210000092,8182.1410788381745
1701445647,42,,Aggregated,9.000000,0.000000,190,270,320,410,590,750,930,1100,2000,2000,2000,255,0,190.0,268.40148694509867,18.791421000003083,1962.5187210000092,8193.796078431373
1701445648,43,,Aggregated,9.400000,0.000000,190,270,330,420,620,740,930,1100,2000,2000,2000,268,0,190.0,272.53915748134403,18.791421000003083,1962.5187210000092,8189.212686567164
