Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1701445607,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1701445608,1,,Aggregated,0.000000,0.000000,80,80,80,80,80,80,80,80,80,80,80,2,0,35,57.1085174999979,34.71503000000098,79.50200499999482,8200.0
1701445609,2,,Aggregated,0.000000,0.000000,49,49,80,80,80,80,80,80,80,80,80,4,0,35,47.88863374999863,28.554873000004477,79.50200499999482,8206.75
1701445610,3,,Aggregated,0.000000,0.000000,80,80,170,170,320,320,320,320,320,320,320,6,0,49,113.33372966666626,28.554873000004477,316.9551010000049,8996.333333333334
1701445611,4,,Aggregated,2.000000,0.000000,95,170,290,290,320,320,320,320,320,320,320,8,0,80,133.00343262499757,28.554873000004477,316.9551010000049,8698.375
1701445612,5,,Aggregated,2.000000,0.000000,99,170,190,290,320,320,320,320,320,320,320,10,0,95,135.2865663999978,28.554873000004477,316.9551010000049,8596.1
1701445613,6,,Aggregated,2.000000,0.000000,170,190,290,290,290,320,320,320,320,320,320,12,0,99,160.72806949999813,28.554873000004477,316.9551010000049,8464.166666666666
1701445614,7,,Aggregated,2.000000,0.000000,95,170,290,290,290,320,320,320,320,320,320,16,0,93,133.7766144999977,19.20782999999915,316.9551010000049,8102.125
1701445615,8,,Aggregated,2.000000,0.000000,95,170,220,290,290,320,320,320,320,320,320,20,0,93,131.68961599999847,19.20782999999915,316.9551010000049,8122.9
1701445616,9,,Aggregated,2.000000,0.000000,93,170,190,220,290,290,320,320,320,320,320,23,0,93,130.13344726086822,19.20782999999915,316.9551010000049,8027.304347826087
1701445617,10,,Aggregated,2.285714,0.000000,95,170,190,220,290,290,320,320,320,320,320,26,0,93,132.0729082692296,19.20782999999915,316.9551010000049,7956.115384615385
1701445618,11,,Aggregated,2.500000,0.000000,95,160,190,190,290,290,320,320,320,320,320,32,0,93,124.66000453124917,19.20782999999915,316.9551010000049,7927.53125
1701445619,12,,Aggregated,2.555556,0.000000,97,160,190,270,290,290,320,320,320,320,320,34,0,95,133.81788641176357,19.20782999999915,316.9551010000049,8083.617647058823
1701445620,13,,Aggregated,2.600000,0.000000,99,170,190,270,290,320,410,410,410,410,410,37,0,99,142.95756751351246,19.20782999999915,410.62189100000523,8156.810810810811
1701445621,14,,Aggregated,3.000000,0.000000,110,170,220,270,290,360,500,500,500,500,500,42,0,110.0,154.1427838095226,19.20782999999915,498.6921819999992,8088.333333333333
1701445622,15,,Aggregated,3.000000,0.000000,110,170,220,270,290,360,500,500,500,500,500,45,0,110.0,154.27237371110988,19.20782999999915,498.6921819999992,8025.133333333333
1701445623,16,,Aggregated,3.300000,0.000000,110,190,270,290,360,500,880,880,880,880,880,47,0,110.0,182.75137240425434,19.20782999999915,879.3243270000062,8032.382978723404
1701445624,17,,Aggregated,3.300000,0.000000,120,170,270,290,360,500,770,880,880,880,880,53,0,120.0,179.01098581132015,19.20782999999915,879.3243270000062,7857.188679245283
1701445625,18,,Aggregated,3.500000,0.000000,120,180,270,290,360,500,770,880,880,880,880,59,0,120.0,178.8793314915245,19.20782999999915,879.3243270000062,7812.186440677966
1701445626,19,,Aggregated,3.400000,0.000000,140,180,270,290,450,520,770,880,880,880,880,68,0,140.0,194.10425658823442,19.20782999999915,879.3243270000062,7947.308823529412
1701445627,20,,Aggregated,3.700000,0.000000,140,190,270,290,450,520,770,880,880,880,880,73,0,140.0,194.71767642465653,19.20782999999915,879.3243270000062,7845.246575342466
1701445628,21,,Aggregated,4.500000,0.000000,150,190,290,320,500,550,770,880,880,880,880,81,0,150.0,208.42045017283834,19.20782999999915,879.3243270000062,7991.024691358025
1701445629,22,,Aggregated,4.500000,0.000000,150,190,290,320,500,550,770,880,880,880,880,85,0,150.0,206.65657910588112,19.20782999999915,879.3243270000062,8048.247058823529
1701445630,23,,Aggregated,4.700000,0.000000,160,190,290,320,500,560,770,880,880,880,880,91,0,160.0,208.064456197801,19.20782999999915,879.3243270000062,7947.857142857143
